,RAh,RAm,RAs,DECsign,DECd,DECm,DECs,Catalog,Type,RA/deg,DEC/deg,Divergence,Original
9793,11.0,45.0,6.523199999997331,+,53.0,38.0,52.800000000011664,MiraBest,FRII,176.27717999999996,53.648,['FRII'],FRII
9794,11.0,51.0,25.671600000002712,+,54.0,50.0,6.935999999993214,MiraBest,FRI,177.856965,54.83526,['FRI'],FRI
9796,13.0,27.0,44.36279999999854,+,52.0,37.0,22.116000000004306,MiraBest,FRI,201.934845,52.62281,['FRI'],FRI
9798,13.0,45.0,57.55680000000041,+,54.0,3.0,16.631999999999607,MiraBest,FRII,206.48982,54.05462,['FRII'],FRII
9800,14.0,2.0,43.96559999999951,+,51.0,3.0,45.93599999999015,MiraBest,FRI,210.68319,51.06276,['FRI'],FRI
9801,14.0,26.0,44.05559999999738,+,49.0,32.0,37.53599999999608,MiraBest,FRII,216.683565,49.54376,['FRII'],FRII
9802,14.0,58.0,24.80880000000212,+,48.0,42.0,36.791999999998666,MiraBest,FRI,224.60337,48.71022,['FRI'],FRI
9803,15.0,5.0,38.054400000000754,+,47.0,6.0,17.4599999999964,MiraBest,FRI,226.40856,47.10485,['FRI'],FRI
9804,14.0,56.0,4.891200000000282,+,47.0,27.0,12.41999999998768,MiraBest,FRII,224.02038,47.45345,['FRII'],FRII
9805,15.0,20.0,49.084800000001394,+,46.0,1.0,31.5119999999888,MiraBest,FRII,230.20452,46.02542,['FRII'],FRII
9807,15.0,41.0,4.952399999999244,+,43.0,27.0,2.7719999999948186,MiraBest,FRI,235.270635,43.45077,['FRI'],FRI
9808,16.0,5.0,23.44200000000143,+,38.0,30.0,3.1319999999965376,MiraBest,FRII,241.347675,38.50087,['FRII'],FRII
9809,16.0,27.0,58.039199999994935,+,33.0,45.0,47.30399999999975,MiraBest,FRI,246.99183,33.76314,['FRI'],FRI
9811,14.0,28.0,43.37399999999761,+,55.0,20.0,44.80799999999192,MiraBest,FRII,217.180725,55.34578,"['FRI', 'FRII']",FRI
9814,15.0,2.0,29.05080000000268,+,52.0,44.0,2.07600000000582,MiraBest,FRI,225.621045,52.73391,['FRI'],FRI
9816,15.0,11.0,12.048000000003045,+,52.0,46.0,52.64399999999455,MiraBest,FRI,227.8002,52.78129,['FRI'],FRI
9817,15.0,32.0,18.952800000001275,+,49.0,37.0,56.24399999999128,MiraBest,FRII,233.07897,49.63229,['FRII'],FRII
9818,15.0,41.0,28.464000000001874,+,49.0,8.0,57.47999999998797,MiraBest,FRII,235.3686,49.1493,['FRII'],FRII
9819,16.0,8.0,4.527600000001257,+,43.0,9.0,48.491999999988025,MiraBest,FRI,242.018865,43.16347,['FRI'],FRI
9820,16.0,51.0,27.36359999999621,+,33.0,8.0,32.64000000000749,MiraBest,FRII,252.864015,33.1424,['FRII'],FRII
9821,16.0,56.0,13.17120000000017,+,30.0,42.0,21.923999999998784,MiraBest,FRII,254.05488,30.70609,['FRII'],FRII
9822,16.0,59.0,1.01039999999756,+,32.0,29.0,39.228000000006205,MiraBest,FRI,254.75421,32.49423,['FRI'],FRI
9835,8.0,32.0,31.20107999999917,+,35.0,17.0,13.523999999997043,MiraBest,FRII,128.13000449999998,35.28709,['FRII'],FRII
9836,9.0,1.0,18.544799999998816,+,40.0,6.0,49.57200000000853,MiraBest,FRI,135.32726999999997,40.11377,['FRI'],FRI
9837,9.0,9.0,45.90468000000016,+,41.0,57.0,21.059999999993124,MiraBest,FRII,137.44126949999998,41.95585,['FRII'],FRII
9839,9.0,14.0,45.53843999999842,+,41.0,37.0,14.411999999989009,MiraBest,FRII,138.68974349999996,41.62067,['FRII'],FRII
9840,9.0,32.0,33.5374800000028,+,44.0,59.0,1.8599999999884176,MiraBest,FRII,143.1397395,44.98385,['FRII'],FRII
9841,9.0,33.0,49.83407999999912,+,45.0,19.0,57.8279999999927,MiraBest,FRI,143.457642,45.33273,['FRI'],FRI
9842,9.0,38.0,34.68732000000301,+,45.0,20.0,23.820000000006303,MiraBest,FRII,144.6445305,45.33995,['FRII'],FRII
9844,8.0,5.0,31.32924000000301,+,25.0,48.0,12.420000000005588,MiraBest,FRII,121.3805385,25.80345,['FRII'],FRII
9846,8.0,38.0,44.61179999999743,+,32.0,53.0,11.832000000002267,MiraBest,FRII,129.68588249999996,32.88662,['FRII'],FRII
9848,9.0,15.0,7.683120000001509,+,36.0,22.0,32.34000000000094,MiraBest,FRI,138.78201299999998,36.37565,['FRI'],FRI
9849,9.0,11.0,53.609639999998535,+,37.0,24.0,13.391999999999484,MiraBest,FRII,137.97337349999998,37.40372,['FRII'],FRII
9873,8.0,18.0,52.44516000000246,+,26.0,23.0,54.06000000000233,MiraBest,FRII,124.7185215,26.39835,['FRII'],FRII
9874,8.0,40.0,2.3656800000004807,+,29.0,49.0,2.639999999997258,MiraBest,FRII,130.00985699999998,29.8174,['FRII'],FRII
9875,8.0,39.0,15.827760000000382,+,28.0,50.0,38.796000000002095,MiraBest,FRI,129.815949,28.84411,['FRI'],FRI
9878,9.0,25.0,39.0601199999999,+,36.0,27.0,5.579999999990832,MiraBest,FRI,141.4127505,36.45155,['FRI'],FRI
9879,12.0,42.0,7.387200000000433,+,50.0,21.0,46.61999999999239,MiraBest,FRI,190.53078,50.36295,['FRI'],FRI
9880,12.0,49.0,13.206000000000133,+,50.0,0.0,43.704000000008136,MiraBest,FRI,192.305025,50.01214,['FRI'],FRI
9881,12.0,49.0,18.68880000000232,+,50.0,4.0,49.47600000000193,MiraBest,FRI,192.32787,50.08041,['FRI'],FRI
9884,13.0,20.0,20.35319999999814,+,48.0,54.0,9.072000000009552,MiraBest,FRI,200.084805,48.90252,['FRI'],FRI
9885,13.0,37.0,29.21519999999901,+,48.0,18.0,20.592000000003168,MiraBest,FRII,204.37173,48.30572,['FRII'],FRII
9886,13.0,35.0,34.46159999999736,+,48.0,7.0,39.32399999999234,MiraBest,FRII,203.89359,48.12759,['FRII'],FRII
9888,14.0,21.0,58.5288000000007,+,44.0,59.0,50.31599999999571,MiraBest,FRII,215.49387,44.99731,['FRII'],FRII
9889,14.0,37.0,41.16720000000058,+,45.0,23.0,34.187999999987255,MiraBest,FRII,219.42153,45.39283,['FRII'],FRII
9890,14.0,48.0,32.34240000000213,+,44.0,22.0,56.31599999998855,MiraBest,FRII,222.13476,44.38231,['FRII'],FRII
9904,11.0,28.0,33.999599999998225,+,56.0,8.0,39.98400000001084,MiraBest,FRI,172.14166499999996,56.14444,['FRI'],FRI
9905,11.0,59.0,5.672400000000124,+,58.0,20.0,35.592000000008284,MiraBest,FRI,179.77363499999998,58.34322,['FRI'],FRI
9906,12.0,9.0,24.18120000000158,+,56.0,20.0,4.775999999998248,MiraBest,FRII,182.350755,56.33466,['FRII'],FRII
9907,12.0,24.0,37.87920000000099,+,56.0,23.0,40.019999999996685,MiraBest,FRI,186.15783,56.39445,['FRI'],FRI
9908,12.0,34.0,24.35879999999869,+,57.0,53.0,27.16800000001001,MiraBest,FRI,188.601495,57.89088,['FRI'],FRI
9909,12.0,38.0,21.948000000002992,+,58.0,22.0,3.7560000000087257,MiraBest,FRI,189.59145,58.36771,['FRI'],FRI
9910,13.0,7.0,43.70160000000311,+,56.0,51.0,3.275999999996202,MiraBest,FRI,196.93209,56.85091,['FRI'],FRI
9911,13.0,53.0,15.381599999999622,+,55.0,6.0,48.31199999999228,MiraBest,FRI,208.31409,55.11342,['FRI'],FRI
9912,14.0,7.0,21.68759999999878,+,55.0,5.0,4.704000000000974,MiraBest,FRII,211.840365,55.08464,['FRII'],FRII
9913,14.0,31.0,36.99840000000109,+,52.0,27.0,24.94799999999941,MiraBest,FRI,217.90416,52.45693,['FRI'],FRI
9917,15.0,24.0,49.53599999999966,+,48.0,36.0,29.627999999996177,MiraBest,FRII,231.2064,48.60823,['FRII'],FRII
9919,15.0,57.0,0.1763999999997167,+,41.0,31.0,11.100000000006958,MiraBest,FRII,239.250735,41.51975,['FRII'],FRII
9920,16.0,14.0,23.917199999998783,+,38.0,24.0,3.311999999997397,MiraBest,FRII,243.599655,38.40092,['FRII'],FRII
9921,16.0,38.0,22.520400000003065,+,32.0,51.0,11.772000000007097,MiraBest,FRI,249.593835,32.85327,['FRI'],FRI
9922,16.0,40.0,53.90400000000568,+,32.0,47.0,28.46400000000699,MiraBest,FRI,250.2246,32.79124,['FRI'],FRI
9924,14.0,14.0,18.80160000000316,+,40.0,52.0,25.500000000004093,MiraBest,FRII,213.57834,40.87375,['FRII'],FRII
9928,15.0,11.0,25.915199999997327,+,36.0,33.0,36.03599999999403,MiraBest,FRI,227.85798,36.56001,['FRI'],FRI
9930,15.0,0.0,41.29199999999713,+,36.0,21.0,47.66399999999123,MiraBest,FRI,225.17205,36.36324,['FRI'],FRI
9931,15.0,5.0,57.1848000000017,+,37.0,2.0,7.1160000000094215,MiraBest,FRII,226.48827,37.03531,['FRII'],FRII
9933,10.0,12.0,36.56159999999844,+,40.0,31.0,7.140000000003397,MiraBest,FRII,153.15233999999998,40.51865,['FRII'],FRII
9936,10.0,52.0,59.97719999999831,+,43.0,2.0,54.99599999998736,MiraBest,FRI,163.24990499999998,43.04861,['FRI'],FRI
9937,11.0,23.0,3.674400000000304,+,43.0,47.0,55.28400000000204,MiraBest,FRI,170.76530999999997,43.79869,['FRI'],FRI
9938,11.0,46.0,23.00160000000148,+,44.0,24.0,59.07599999999661,MiraBest,FRI,176.59583999999998,44.41641,['FRI'],FRI
9940,11.0,40.0,34.40639999999817,+,44.0,5.0,48.119999999994434,MiraBest,FRI,175.14335999999997,44.0967,['FRI'],FRI
9944,11.0,54.0,20.72160000000082,+,45.0,23.0,29.508000000010952,MiraBest,FRII,178.58633999999998,45.39153,['FRII'],FRII
9945,12.0,8.0,13.743599999997684,+,44.0,3.0,42.98399999999958,MiraBest,FRI,182.057265,44.06194,['FRI'],FRI
9946,12.0,4.0,58.6307999999994,+,45.0,59.0,36.99599999998839,MiraBest,FRI,181.244295,45.99361,['FRI'],FRI
9953,13.0,44.0,41.53559999999942,+,40.0,28.0,2.243999999994344,MiraBest,FRI,206.173065,40.46729,['FRI'],FRI
9954,13.0,47.0,33.158399999998096,+,41.0,3.0,20.55599999999174,MiraBest,FRI,206.88816,41.05571,['FRI'],FRI
9955,14.0,6.0,4.02840000000225,+,40.0,41.0,38.79600000000721,MiraBest,FRI,211.516785,40.69411,['FRI'],FRI
9958,15.0,9.0,57.376800000002106,+,33.0,27.0,15.011999999991872,MiraBest,FRI,227.48907,33.45417,['FRI'],FRI
9959,15.0,15.0,54.87839999999693,+,34.0,43.0,46.34400000000028,MiraBest,FRI,228.97866,34.72954,['FRI'],FRI
9960,15.0,29.0,45.60359999999889,+,30.0,42.0,35.64000000000391,MiraBest,FRI,232.440015,30.7099,['FRI'],FRI
9961,15.0,44.0,30.5268000000018,+,29.0,54.0,1.3319999999956167,MiraBest,FRI,236.127195,29.90037,['FRI'],FRI
9965,14.0,21.0,18.298800000001734,+,43.0,11.0,10.356000000009544,MiraBest,FRI,215.326245,43.18621,['FRI'],FRI
9968,14.0,49.0,0.8652000000017779,+,40.0,0.0,44.352000000009184,MiraBest,FRI,222.253605,40.01232,['FRI'],FRI
9969,14.0,53.0,25.57320000000132,+,41.0,7.0,11.38800000000117,MiraBest,FRII,223.356555,41.11983,['FRII'],FRII
9971,15.0,34.0,9.865199999999987,+,34.0,53.0,38.21999999998809,MiraBest,FRI,233.541105,34.89395,['FRI'],FRI
9972,15.0,44.0,17.88000000000224,+,34.0,41.0,46.571999999994205,MiraBest,FRI,236.0745,34.69627,['FRI'],FRI
9973,16.0,1.0,0.1740000000049235,+,32.0,52.0,26.14800000000514,MiraBest,FRII,240.250725,32.87393,['FRII'],FRII
9974,16.0,11.0,40.24680000000217,+,31.0,3.0,1.1879999999959523,MiraBest,FRII,242.917695,31.05033,['FRII'],FRII
9977,15.0,48.0,49.34880000000035,+,36.0,10.0,35.364000000004125,MiraBest,FRI,237.20562,36.17649,['FRI'],FRI
9980,16.0,8.0,10.88159999999732,+,32.0,54.0,18.683999999990988,MiraBest,FRI,242.04533999999995,32.90519,['FRI'],FRI
9981,16.0,18.0,28.987199999999973,+,29.0,58.0,59.59199999999754,MiraBest,FRI,244.62078,29.98322,['FRI'],FRI
9985,10.0,35.0,2.619600000000588,+,42.0,55.0,48.36000000001093,MiraBest,FRI,158.76091499999998,42.9301,['FRI'],FRI
9986,10.0,36.0,36.2448000000002,+,38.0,35.0,8.196000000009462,MiraBest,FRI,159.15102,38.58561,['FRI'],FRI
9987,10.0,43.0,36.03359999999796,+,39.0,34.0,11.315999999988549,MiraBest,FRI,160.90013999999996,39.56981,['FRI'],FRI
9988,10.0,50.0,52.47959999999949,+,40.0,0.0,50.79600000000824,MiraBest,FRII,162.718665,40.01411,['FRII'],FRII
9992,10.0,58.0,53.1588000000032,+,40.0,17.0,56.54399999999271,MiraBest,FRII,164.721495,40.29904,['FRII'],FRII
9996,11.0,25.0,35.99399999999946,+,41.0,26.0,8.3039999999977,MiraBest,FRII,171.39997499999998,41.43564,['FRII'],FRII
9997,11.0,33.0,9.035999999999405,+,46.0,38.0,47.40000000001146,MiraBest,FRII,173.28765,46.6465,['FRII'],FRII
10000,11.0,56.0,43.79999999999683,+,41.0,15.0,28.54800000000637,MiraBest,FRII,179.18249999999998,41.25793,['FRII'],FRII
10002,11.0,53.0,49.484399999999056,+,42.0,50.0,43.11599999999203,MiraBest,FRII,178.45618499999998,42.84531,['FRII'],FRII
10003,12.0,8.0,55.60080000000028,+,46.0,41.0,13.77599999999518,MiraBest,FRI,182.23167,46.68716,['FRI'],FRI
10005,12.0,8.0,7.051199999999085,+,42.0,4.0,13.331999999988966,MiraBest,FRII,182.02938,42.07037,['FRII'],FRII
10006,12.0,6.0,23.187600000000828,+,42.0,34.0,47.27999999999554,MiraBest,FRI,181.596615,42.5798,['FRI'],FRI
10008,12.0,54.0,52.7759999999985,+,47.0,48.0,16.775999999994156,MiraBest,FRII,193.7199,47.80466,['FRII'],FRII
10009,12.0,58.0,9.418800000002818,+,42.0,11.0,9.16799999999057,MiraBest,FRII,194.539245,42.18588,['FRII'],FRII
10011,13.0,11.0,43.08719999999951,+,40.0,58.0,59.771999999990726,MiraBest,FRII,197.92953,40.98327,['FRII'],FRII
10012,13.0,16.0,36.9192000000028,+,40.0,35.0,20.39999999999509,MiraBest,FRII,199.15383,40.589,['FRII'],FRII
10015,13.0,43.0,0.368399999997564,+,46.0,27.0,19.943999999997004,MiraBest,FRI,205.751535,46.45554,['FRI'],FRI
10016,13.0,56.0,59.93520000000117,+,45.0,55.0,4.54799999999409,MiraBest,FRI,209.24973,45.91793,['FRI'],FRI
10025,16.0,8.0,21.145199999996294,+,28.0,28.0,43.24800000000238,MiraBest,FRI,242.088105,28.47868,['FRI'],FRI
10026,16.0,4.0,10.901999999997829,+,30.0,6.0,25.99200000000593,MiraBest,FRII,241.045425,30.10722,['FRII'],FRII
10027,16.0,0.0,56.48760000000124,+,30.0,1.0,19.199999999994475,MiraBest,FRII,240.235365,30.022,['FRII'],FRII
10031,8.0,43.0,25.64940000000292,+,29.0,7.0,40.65600000000586,MiraBest,FRII,130.8568725,29.12796,['FRII'],FRII
10032,8.0,46.0,32.4609600000025,+,29.0,35.0,55.39200000000051,MiraBest,FRII,131.635254,29.59872,['FRII'],FRII
10034,9.0,26.0,12.348599999998696,+,32.0,47.0,21.228000000012344,MiraBest,FRI,141.55145249999998,32.78923,['FRI'],FRI
10060,14.0,23.0,3.368399999999099,+,35.0,22.0,45.76799999999139,MiraBest,FRII,215.764035,35.37938,['FRII'],FRII
10061,14.0,38.0,49.405200000000775,+,34.0,15.0,54.07199999999932,MiraBest,FRII,219.705855,34.26502,['FRII'],FRII
10062,14.0,40.0,44.9255999999977,+,35.0,14.0,2.580000000012319,MiraBest,FRII,220.18719,35.23405,['FRII'],FRII
10064,14.0,55.0,58.28520000000097,+,32.0,37.0,32.59200000000419,MiraBest,FRII,223.992855,32.62572,['FRII'],FRII
10065,14.0,53.0,2.8643999999989944,+,33.0,8.0,42.4319999999949,MiraBest,FRII,223.261935,33.14512,['FRII'],FRII
10067,15.0,4.0,27.39720000000133,+,33.0,15.0,46.836000000004674,MiraBest,FRII,226.114155,33.26301,['FRII'],FRII
10069,15.0,12.0,5.572800000002616,+,30.0,50.0,23.49600000000578,MiraBest,FRII,228.02322,30.83986,['FRII'],FRII
10070,15.0,8.0,37.26960000000233,+,31.0,26.0,19.032000000000835,MiraBest,FRII,227.15529,31.43862,['FRII'],FRII
10071,15.0,25.0,5.728799999999268,+,29.0,40.0,12.432000000002574,MiraBest,FRII,231.27387,29.67012,['FRII'],FRII
10072,15.0,22.0,34.03920000000184,+,31.0,9.0,10.656000000000745,MiraBest,FRI,230.64183,31.15296,['FRI'],FRI
10074,15.0,34.0,45.91559999999987,+,29.0,20.0,13.092000000003168,MiraBest,FRI,233.691315,29.33697,['FRI'],FRI
10075,15.0,44.0,13.498800000000555,+,28.0,38.0,43.51200000000517,MiraBest,FRI,236.056245,28.64542,['FRI'],FRI
10081,14.0,13.0,29.402399999998323,+,48.0,44.0,25.11600000000328,MiraBest,FRI,213.37251,48.74031,['FRI'],FRI
10083,14.0,53.0,21.86159999999731,+,46.0,54.0,42.0840000000004,MiraBest,FRII,223.34108999999995,46.91169,['FRII'],FRII
10087,15.0,54.0,37.00800000000072,+,37.0,44.0,6.0360000000093805,MiraBest,FRII,238.6542,37.73501,['FRII'],FRII
10088,16.0,9.0,23.20559999999631,+,35.0,22.0,40.475999999999885,MiraBest,FRI,242.34669,35.37791,['FRI'],FRI
10089,15.0,57.0,42.397199999998776,+,35.0,30.0,29.77200000001119,MiraBest,FRI,239.42665499999995,35.50827,['FRI'],FRI
10090,16.0,23.0,18.805199999995352,+,33.0,30.0,18.648000000010256,MiraBest,FRII,245.828355,33.50518,['FRII'],FRII
10132,7.0,33.0,0.7470000000000709,+,39.0,25.0,6.348000000002685,MiraBest,FRII,113.2531125,39.41843,['FRII'],FRII
10170,8.0,14.0,21.688799999997457,+,52.0,24.0,10.079999999996971,MiraBest,FRI,123.59036999999998,52.4028,['FRI'],FRI
10172,8.0,23.0,16.234079999998556,+,53.0,57.0,11.55599999999481,MiraBest,FRI,125.81764199999998,53.95321,['FRI'],FRI
10173,8.0,18.0,3.868919999996905,+,54.0,37.0,8.508000000007883,MiraBest,FRI,124.51612049999996,54.61903,['FRI'],FRI
10176,8.0,45.0,15.359040000002013,+,59.0,28.0,47.27999999999042,MiraBest,FRI,131.313996,59.4798,['FRI'],FRI
10177,9.0,42.0,33.318000000002286,+,63.0,24.0,5.939999999987435,MiraBest,FRII,145.638825,63.40165,['FRII'],FRII
10178,9.0,44.0,38.536440000001306,+,64.0,11.0,44.80799999999704,MiraBest,FRII,146.16056849999998,64.19578,['FRII'],FRII
10224,14.0,18.0,2.627999999998991,+,33.0,12.0,47.6280000000105,MiraBest,FRII,214.51095,33.21323,['FRII'],FRII
10225,14.0,31.0,3.468000000001723,+,33.0,45.0,41.616000000010445,MiraBest,FRII,217.76445,33.76156,['FRII'],FRII
10226,15.0,12.0,56.88720000000018,+,30.0,18.0,16.307999999999083,MiraBest,FRI,228.23703,30.30453,['FRI'],FRI
10238,8.0,12.0,45.94103999999916,+,57.0,47.0,51.03600000000938,MiraBest,FRII,123.19142099999998,57.79751,['FRII'],FRII
10239,8.0,53.0,40.469999999998834,+,61.0,33.0,2.123999999998887,MiraBest,FRI,133.418625,61.55059,['FRI'],FRI
10249,8.0,38.0,51.15588000000216,+,25.0,27.0,14.29200000000634,MiraBest,FRII,129.7131495,25.45397,['FRII'],FRII
10256,9.0,58.0,1.677359999997634,+,28.0,51.0,35.46000000000561,MiraBest,FRI,149.50698899999998,28.85985,['FRI'],FRI
10257,9.0,56.0,51.584640000001656,+,28.0,31.0,39.57600000000326,MiraBest,FRII,149.214936,28.52766,['FRII'],FRII
10260,10.0,6.0,56.95919999999873,+,35.0,31.0,17.688000000000557,MiraBest,FRI,151.73733,35.52158,['FRI'],FRI
10264,10.0,22.0,42.60359999999992,+,33.0,25.0,44.54400000000192,MiraBest,FRI,155.67751499999997,33.42904,['FRI'],FRI
10265,10.0,32.0,15.874800000002692,+,31.0,52.0,35.759999999999366,MiraBest,FRI,158.066145,31.8766,['FRI'],FRI
10266,10.0,43.0,40.213199999997045,+,30.0,52.0,58.43999999999767,MiraBest,FRII,160.91755499999996,30.8829,['FRII'],FRII
10268,12.0,36.0,50.25239999999812,+,33.0,15.0,18.61199999999883,MiraBest,FRI,189.209385,33.25517,['FRI'],FRI
10269,11.0,36.0,13.046399999999778,+,40.0,2.0,35.77199999999891,MiraBest,FRII,174.05435999999997,40.04327,['FRII'],FRII
10271,12.0,45.0,59.29920000000095,+,32.0,44.0,34.2240000000038,MiraBest,FRI,191.49708,32.74284,['FRI'],FRI
10275,12.0,34.0,30.24839999999699,+,41.0,9.0,34.73999999999705,MiraBest,FRII,188.626035,41.15965,['FRII'],FRII
10276,12.0,42.0,47.76479999999765,+,40.0,41.0,44.30399999999054,MiraBest,FRII,190.69902,40.69564,['FRII'],FRII
10279,10.0,58.0,46.24319999999898,+,39.0,18.0,41.97600000001216,MiraBest,FRI,164.69267999999997,39.31166,['FRI'],FRI
10281,12.0,44.0,39.77519999999956,+,37.0,59.0,8.627999999987992,MiraBest,FRI,191.16573,37.98573,['FRI'],FRI
10282,11.0,8.0,42.44639999999691,+,30.0,23.0,57.15600000000023,MiraBest,FRII,167.17685999999998,30.39921,['FRII'],FRII
10283,11.0,5.0,22.8119999999997,+,30.0,9.0,41.54399999999527,MiraBest,FRI,166.34505,30.16154,['FRI'],FRI
10285,11.0,54.0,55.115999999999445,+,32.0,35.0,18.672000000009348,MiraBest,FRII,178.72964999999996,32.58852,['FRII'],FRII
10288,11.0,28.0,52.467600000002506,+,39.0,49.0,35.65199999998811,MiraBest,FRII,172.218615,39.82657,['FRII'],FRII
10289,11.0,38.0,57.71040000000099,+,37.0,28.0,36.98399999999651,MiraBest,FRII,174.74045999999998,37.47694,['FRII'],FRII
10290,11.0,44.0,18.0383999999988,+,38.0,4.0,47.99999999999386,MiraBest,FRII,176.07515999999998,38.08,['FRII'],FRII
10291,12.0,39.0,54.46079999999739,+,37.0,43.0,55.38000000000352,MiraBest,FRI,189.97692,37.73205,['FRI'],FRI
10294,12.0,25.0,24.50279999999836,+,37.0,37.0,18.8040000000018,MiraBest,FRI,186.352095,37.62189,['FRI'],FRI
10296,13.0,34.0,25.233600000002667,+,38.0,17.0,59.45999999999742,MiraBest,FRII,203.60514,38.29985,['FRII'],FRII
10297,13.0,30.0,38.39040000000082,+,38.0,16.0,9.767999999993435,MiraBest,FRI,202.65996,38.26938,['FRI'],FRI
10303,12.0,22.0,8.083199999999664,+,34.0,10.0,57.10799999999949,MiraBest,FRI,185.53368,34.18253,['FRI'],FRI
10304,13.0,5.0,51.84959999999776,+,36.0,22.0,52.752000000008366,MiraBest,FRII,196.46604,36.38132,['FRII'],FRII
10305,13.0,9.0,4.888800000000373,+,36.0,36.0,57.16799999998955,MiraBest,FRI,197.27037,36.61588,['FRI'],FRI
10309,12.0,42.0,23.95079999999752,+,36.0,50.0,2.7240000000119835,MiraBest,FRII,190.599795,36.83409,['FRII'],FRII
10311,11.0,49.0,40.07999999999953,+,38.0,11.0,42.5760000000048,MiraBest,FRI,177.41699999999997,38.19516,['FRI'],FRI
10312,11.0,53.0,52.83960000000121,+,38.0,11.0,48.552000000008775,MiraBest,FRII,178.47016499999998,38.19682,['FRII'],FRII
10313,11.0,12.0,5.0544000000004985,+,37.0,35.0,30.66000000000315,MiraBest,FRI,168.02105999999998,37.59185,['FRI'],FRI
10315,12.0,54.0,12.135599999999728,+,36.0,31.0,0.2280000000092741,MiraBest,FRII,193.550565,36.51673,['FRII'],FRII
10316,13.0,52.0,50.70719999999753,+,36.0,16.0,38.24400000000253,MiraBest,FRI,208.21128,36.27729,['FRI'],FRI
10319,11.0,47.0,22.138800000002163,+,35.0,1.0,7.572000000012622,MiraBest,FRI,176.842245,35.01877,['FRI'],FRI
10329,11.0,18.0,33.562799999996855,+,31.0,15.0,11.591999999996004,MiraBest,FRI,169.63984499999998,31.25322,['FRI'],FRI
10330,13.0,14.0,39.83639999999852,+,33.0,30.0,5.615999999992027,MiraBest,FRII,198.665985,33.50156,['FRII'],FRII
10333,12.0,6.0,47.64960000000201,+,31.0,52.0,31.47599999999528,MiraBest,FRI,181.69854,31.87541,['FRI'],FRI
10334,12.0,5.0,14.50320000000218,+,32.0,4.0,17.147999999997978,MiraBest,FRI,181.31043,32.07143,['FRI'],FRI
10335,12.0,3.0,40.590000000000686,+,31.0,59.0,9.312000000000468,MiraBest,FRI,180.919125,31.98592,['FRI'],FRI
10336,10.0,33.0,4.874399999999639,+,34.0,31.0,32.5200000000018,MiraBest,FRII,158.27030999999997,34.5257,['FRII'],FRII
10337,10.0,36.0,6.407999999999134,+,36.0,6.0,58.75200000000632,MiraBest,FRI,159.02669999999998,36.11632,['FRI'],FRI
10339,13.0,45.0,55.39320000000174,+,36.0,50.0,13.81200000000149,MiraBest,FRI,206.480805,36.83717,['FRI'],FRI
10340,13.0,26.0,2.399999999997391,+,36.0,47.0,59.31600000000287,MiraBest,FRII,201.51,36.79981,['FRII'],FRII
10341,13.0,13.0,57.62280000000047,+,32.0,6.0,45.50399999999627,MiraBest,FRI,198.490095,32.11264,['FRI'],FRI
10344,13.0,33.0,32.03999999999823,+,30.0,7.0,44.65199999999527,MiraBest,FRII,203.3835,30.12907,['FRII'],FRII
10345,11.0,30.0,43.94520000000029,+,34.0,54.0,47.59200000000931,MiraBest,FRI,172.68310499999998,34.91322,['FRI'],FRI
10346,13.0,50.0,13.585199999998563,+,28.0,16.0,44.97600000000347,MiraBest,FRII,207.556605,28.27916,['FRII'],FRII
10347,13.0,54.0,32.96520000000157,+,28.0,14.0,36.20400000000558,MiraBest,FRII,208.637355,28.24339,"['FRII', 'FRII', 'FRI']",FRI
10348,13.0,48.0,16.89480000000117,+,26.0,3.0,2.95200000000591,MiraBest,FRII,207.070395,26.05082,['FRII'],FRII
10351,13.0,53.0,2.047200000003073,+,33.0,5.0,28.53599999999404,MiraBest,FRI,208.25853,33.09126,['FRI'],FRI
10352,13.0,54.0,50.02920000000145,+,33.0,24.0,35.100000000009004,MiraBest,FRI,208.708455,33.40975,['FRI'],FRI
10357,14.0,12.0,51.321600000002405,+,28.0,31.0,24.491999999998768,MiraBest,FRI,213.21384,28.52347,['FRI'],FRI
10370,14.0,42.0,29.858400000001524,+,29.0,45.0,48.960000000001,MiraBest,FRI,220.62441,29.7636,['FRI'],FRI
10374,14.0,57.0,53.81999999999991,+,28.0,32.0,18.744000000004064,MiraBest,FRII,224.47425,28.53854,['FRII'],FRII
10410,11.0,2.0,15.6804000000011,+,29.0,7.0,25.248000000000843,MiraBest,FRII,165.56533499999998,29.12368,['FRII'],FRII
10411,11.0,6.0,49.12559999999729,+,29.0,53.0,53.1239999999994,MiraBest,FRI,166.70468999999997,29.89809,['FRI'],FRI
10412,11.0,8.0,23.01000000000116,+,29.0,14.0,27.59999999999877,MiraBest,FRI,167.09587499999998,29.241,['FRI'],FRI
10414,11.0,15.0,8.459999999999468,+,28.0,33.0,46.51199999999392,MiraBest,FRII,168.78525,28.56292,['FRII'],FRII
10418,11.0,48.0,10.83959999999891,+,28.0,34.0,44.831999999998686,MiraBest,FRI,177.04516499999997,28.57912,['FRI'],FRI
10424,12.0,3.0,36.662399999998456,+,27.0,56.0,39.15600000000637,MiraBest,FRI,180.90276,27.94421,['FRI'],FRI
10426,12.0,3.0,1.6451999999991074,+,28.0,35.0,46.103999999994016,MiraBest,FRII,180.756855,28.59614,['FRII'],FRII
